fact_id,product_id,category,record_date,stock_initial,units_received,units_sold,stock_final,days_since_last_order,last_order_qty,sales_avg_7_days,sale_price,lead_time_days,day_of_week,month,stockout_flag,target_units_sold
3997,14,1,2025-12-05,25.0,0,0.0,25.0,2,28.0,5.29,1.5,1,4,12,False,7.0
3998,14,1,2025-12-06,25.0,0,7.0,18.0,3,28.0,4.43,1.5,1,5,12,False,3.0
3999,14,1,2025-12-07,18.0,0,3.0,15.0,4,28.0,5.14,1.5,1,6,12,False,6.0
4000,14,1,2025-12-08,15.0,25,6.0,34.0,0,25.0,4.86,1.5,1,0,12,False,4.0
4001,14,1,2025-12-09,34.0,0,4.0,30.0,1,25.0,5.0,1.5,1,1,12,False,3.0
4002,14,1,2025-12-10,30.0,0,3.0,27.0,2,25.0,5.0,1.5,1,2,12,False,3.0
4003,14,1,2025-12-11,27.0,0,3.0,24.0,3,25.0,4.14,1.5,1,3,12,False,6.0
4004,14,1,2025-12-12,24.0,0,6.0,18.0,4,25.0,3.71,1.5,1,4,12,False,4.0
4005,14,1,2025-12-13,18.0,0,4.0,14.0,5,25.0,4.57,1.5,1,5,12,False,4.0
4006,14,1,2025-12-14,14.0,26,4.0,36.0,0,26.0,4.14,1.5,1,6,12,False,5.0
4007,14,1,2025-12-15,36.0,0,5.0,31.0,1,26.0,4.29,1.5,1,0,12,False,5.0
4008,14,1,2025-12-16,31.0,0,5.0,26.0,2,26.0,4.14,1.5,1,1,12,False,6.0
4009,14,1,2025-12-17,26.0,0,6.0,20.0,3,26.0,4.29,1.5,1,2,12,False,6.0
4010,14,1,2025-12-18,20.0,0,6.0,14.0,4,26.0,4.71,1.5,1,3,12,False,6.0
4011,14,1,2025-12-19,14.0,26,6.0,34.0,0,26.0,5.14,1.5,1,4,12,False,4.0
4012,14,1,2025-12-20,34.0,0,4.0,30.0,1,26.0,5.14,1.5,1,5,12,False,3.0
4013,14,1,2025-12-21,30.0,0,3.0,27.0,2,26.0,5.14,1.5,1,6,12,False,4.0
4014,14,1,2025-12-22,27.0,0,4.0,23.0,3,26.0,5.0,1.5,1,0,12,False,4.0
4015,14,1,2025-12-23,23.0,0,4.0,19.0,4,26.0,4.86,1.5,1,1,12,False,10.0
4016,14,1,2025-12-24,19.0,0,10.0,9.0,5,26.0,4.71,1.5,1,2,12,False,9.0
4017,14,1,2025-12-25,9.0,31,9.0,31.0,0,31.0,5.29,1.5,1,3,12,False,7.0
4018,14,1,2025-12-26,31.0,0,7.0,24.0,1,31.0,5.71,1.5,1,4,12,False,9.0
4019,14,1,2025-12-27,24.0,0,9.0,15.0,2,31.0,5.86,1.5,1,5,12,False,7.0
4020,14,1,2025-12-28,15.0,25,7.0,33.0,0,25.0,6.57,1.5,1,6,12,False,4.0
4021,14,1,2025-12-29,33.0,0,4.0,29.0,1,25.0,7.14,1.5,1,0,12,False,3.0
4022,14,1,2025-12-30,29.0,0,3.0,26.0,2,25.0,7.14,1.5,1,1,12,False,4.0
4023,14,1,2025-12-31,26.0,0,4.0,22.0,3,25.0,7.0,1.5,1,2,12,False,8.0
4024,14,1,2026-01-01,22.0,0,8.0,14.0,4,25.0,6.14,1.5,1,3,1,False,4.0
4025,14,1,2026-01-02,14.0,26,4.0,36.0,0,26.0,6.0,1.5,1,4,1,False,5.0
4026,14,1,2026-01-03,36.0,0,5.0,31.0,1,26.0,5.57,1.5,1,5,1,False,5.0
4027,14,1,2026-01-04,31.0,0,5.0,26.0,2,26.0,5.0,1.5,1,6,1,False,4.0
4028,14,1,2026-01-05,26.0,0,4.0,22.0,3,26.0,4.71,1.5,1,0,1,False,4.0
4029,14,1,2026-01-06,22.0,0,4.0,18.0,4,26.0,4.71,1.5,1,1,1,False,4.0
4030,14,1,2026-01-07,18.0,0,4.0,14.0,5,26.0,4.86,1.5,1,2,1,False,4.0
4031,14,1,2026-01-08,14.0,26,4.0,36.0,0,26.0,4.86,1.5,1,3,1,False,12.0
4032,14,1,2026-01-09,36.0,0,12.0,24.0,1,26.0,4.29,1.5,1,4,1,False,3.0
4033,14,1,2026-01-10,24.0,0,3.0,21.0,2,26.0,5.43,1.5,1,5,1,False,5.0
4034,14,1,2026-01-11,21.0,0,5.0,16.0,3,26.0,5.14,1.5,1,6,1,False,5.0
4035,14,1,2026-01-12,16.0,0,5.0,11.0,4,26.0,5.14,1.5,1,0,1,False,3.0
4036,14,1,2026-01-13,11.0,29,3.0,37.0,0,29.0,5.29,1.5,1,1,1,False,7.0
4037,14,1,2026-01-14,37.0,0,7.0,30.0,1,29.0,5.14,1.5,1,2,1,False,8.0
4038,14,1,2026-01-15,30.0,0,8.0,22.0,2,29.0,5.57,1.5,1,3,1,False,4.0
4039,14,1,2026-01-16,22.0,0,4.0,18.0,3,29.0,6.14,1.5,1,4,1,False,4.0
4040,14,1,2026-01-17,18.0,0,4.0,14.0,4,29.0,5.0,1.5,1,5,1,False,4.0
4041,14,1,2026-01-18,14.0,26,4.0,36.0,0,26.0,5.14,1.5,1,6,1,False,4.0
4042,14,1,2026-01-19,36.0,0,4.0,32.0,1,26.0,5.0,1.5,1,0,1,False,8.0
4043,14,1,2026-01-20,32.0,0,8.0,24.0,2,26.0,4.86,1.5,1,1,1,False,6.0
4044,14,1,2026-01-21,24.0,0,6.0,18.0,3,26.0,5.57,1.5,1,2,1,False,6.0
4045,14,1,2026-01-22,18.0,0,6.0,12.0,4,26.0,5.43,1.5,1,3,1,False,4.0
4046,14,1,2026-01-23,12.0,28,4.0,36.0,0,28.0,5.14,1.5,1,4,1,False,8.0
4047,14,1,2026-01-24,36.0,0,8.0,28.0,1,28.0,5.14,1.5,1,5,1,False,9.0
4048,14,1,2026-01-25,28.0,0,9.0,19.0,2,28.0,5.71,1.5,1,6,1,False,8.0
4049,14,1,2026-01-26,19.0,0,8.0,11.0,3,28.0,6.43,1.5,1,0,1,False,3.0
4050,14,1,2026-01-27,11.0,29,3.0,37.0,0,29.0,7.0,1.5,1,1,1,False,2.0
4051,14,1,2026-01-28,37.0,0,2.0,35.0,1,29.0,6.29,1.5,1,2,1,False,2.0
4052,14,1,2026-01-29,35.0,0,2.0,33.0,2,29.0,5.71,1.5,1,3,1,False,7.0
4053,14,1,2026-01-30,33.0,0,7.0,26.0,3,29.0,5.14,1.5,1,4,1,False,2.0
4054,14,1,2026-01-31,26.0,0,2.0,24.0,4,29.0,5.57,1.5,1,5,1,False,3.0
4055,14,1,2026-02-01,24.0,0,3.0,21.0,5,29.0,4.71,1.5,1,6,2,False,7.0
4056,14,1,2026-02-02,21.0,0,7.0,14.0,6,29.0,3.86,1.5,1,0,2,False,8.0
4057,14,1,2026-02-03,14.0,26,8.0,32.0,0,26.0,3.71,1.5,1,1,2,False,6.0
4058,14,1,2026-02-04,32.0,0,6.0,26.0,1,26.0,4.43,1.5,1,2,2,False,5.0
4059,14,1,2026-02-05,26.0,0,5.0,21.0,2,26.0,5.0,1.5,1,3,2,False,2.0
4060,14,1,2026-02-06,21.0,0,2.0,19.0,3,26.0,5.43,1.5,1,4,2,False,6.0
4061,14,1,2026-02-07,19.0,0,6.0,13.0,4,26.0,4.71,1.5,1,5,2,False,5.0
4062,14,1,2026-02-08,13.0,27,5.0,35.0,0,27.0,5.29,1.5,1,6,2,False,4.0
4063,14,1,2026-02-09,35.0,0,4.0,31.0,1,27.0,5.57,1.5,1,0,2,False,4.0
4064,14,1,2026-02-10,31.0,0,4.0,27.0,2,27.0,5.14,1.5,1,1,2,False,5.0
4065,14,1,2026-02-11,27.0,0,5.0,22.0,3,27.0,4.57,1.5,1,2,2,False,7.0
4066,14,1,2026-02-12,22.0,0,7.0,15.0,4,27.0,4.43,1.5,1,3,2,False,4.0
4067,14,1,2026-02-13,15.0,25,4.0,36.0,0,25.0,4.71,1.5,1,4,2,False,5.0
4068,14,1,2026-02-14,36.0,0,5.0,31.0,1,25.0,5.0,1.5,1,5,2,False,2.0
4069,14,1,2026-02-15,31.0,0,2.0,29.0,2,25.0,4.86,1.5,1,6,2,False,7.0
4070,14,1,2026-02-16,29.0,0,7.0,22.0,3,25.0,4.43,1.5,1,0,2,False,4.0
4071,14,1,2026-02-17,22.0,0,4.0,18.0,4,25.0,4.86,1.5,1,1,2,False,7.0
4072,14,1,2026-02-18,18.0,0,7.0,11.0,5,25.0,4.86,1.5,1,2,2,False,6.0
4073,14,1,2026-02-19,11.0,29,6.0,34.0,0,29.0,5.14,1.5,1,3,2,False,4.0
4074,14,1,2026-02-20,34.0,0,4.0,30.0,1,29.0,5.0,1.5,1,4,2,False,2.0
4075,14,1,2026-02-21,30.0,0,2.0,28.0,2,29.0,5.0,1.5,1,5,2,False,5.0
4076,14,1,2026-02-22,28.0,0,5.0,23.0,3,29.0,4.57,1.5,1,6,2,False,9.0
4077,14,1,2026-02-23,23.0,0,9.0,14.0,4,29.0,5.0,1.5,1,0,2,False,6.0
4078,14,1,2026-02-24,14.0,26,6.0,34.0,0,26.0,5.29,1.5,1,1,2,False,5.0
4079,14,1,2026-02-25,34.0,0,5.0,29.0,1,26.0,5.57,1.5,1,2,2,False,7.0
4080,14,1,2026-02-26,29.0,0,7.0,22.0,2,26.0,5.29,1.5,1,3,2,False,6.0
4081,14,1,2026-02-27,22.0,0,6.0,16.0,3,26.0,5.43,1.5,1,4,2,False,0.0
4082,14,1,2026-02-28,16.0,0,0.0,16.0,4,26.0,5.71,1.5,1,5,2,False,7.0
4083,14,1,2026-03-01,16.0,0,7.0,9.0,5,26.0,5.43,1.5,1,6,3,False,3.0
4084,14,1,2026-03-02,9.0,31,3.0,37.0,0,31.0,5.71,1.5,1,0,3,False,4.0
4085,14,1,2026-03-03,37.0,0,4.0,33.0,1,31.0,4.86,1.5,1,1,3,False,10.0
4086,14,1,2026-03-04,33.0,0,10.0,23.0,2,31.0,4.57,1.5,1,2,3,False,9.0
4087,14,1,2026-03-05,23.0,0,9.0,14.0,3,31.0,5.29,1.5,1,3,3,False,8.0
4088,14,1,2026-03-06,14.0,26,8.0,32.0,0,26.0,5.57,1.5,1,4,3,False,2.0
4089,14,1,2026-03-07,32.0,0,2.0,30.0,1,26.0,5.86,1.5,1,5,3,False,0.0
4090,14,1,2026-03-08,30.0,0,0.0,30.0,2,26.0,6.14,1.5,1,6,3,False,9.0
4091,14,1,2026-03-09,30.0,0,9.0,21.0,3,26.0,5.14,1.5,1,0,3,False,11.0
4092,14,1,2026-03-10,21.0,0,11.0,10.0,4,26.0,6.0,1.5,1,1,3,False,6.0
4093,14,1,2026-03-11,10.0,30,6.0,34.0,0,30.0,7.0,1.5,1,2,3,False,5.0
4094,14,1,2026-03-12,34.0,0,5.0,29.0,1,30.0,6.43,1.5,1,3,3,False,8.0
4095,14,1,2026-03-13,29.0,0,8.0,21.0,2,30.0,5.86,1.5,1,4,3,False,3.0
4096,14,1,2026-03-14,21.0,0,3.0,18.0,3,30.0,5.86,1.5,1,5,3,False,1.0
4097,14,1,2026-03-15,18.0,0,1.0,17.0,4,30.0,6.0,1.5,1,6,3,False,3.0
4098,14,1,2026-03-16,17.0,0,3.0,14.0,5,30.0,6.14,1.5,1,0,3,False,13.0
4099,14,1,2026-03-17,14.0,26,13.0,27.0,0,26.0,5.29,1.5,1,1,3,False,2.0
4100,14,1,2026-03-18,27.0,0,2.0,25.0,1,26.0,5.57,1.5,1,2,3,False,5.0
4101,14,1,2026-03-19,25.0,0,5.0,20.0,2,26.0,5.0,1.5,1,3,3,False,8.0
4102,14,1,2026-03-20,20.0,0,8.0,12.0,3,26.0,5.0,1.5,1,4,3,False,4.0
4103,14,1,2026-03-21,12.0,28,4.0,36.0,0,28.0,5.0,1.5,1,5,3,False,6.0
4104,14,1,2026-03-22,36.0,0,6.0,30.0,1,28.0,5.14,1.5,1,6,3,False,10.0
4105,14,1,2026-03-23,30.0,0,10.0,20.0,2,28.0,5.86,1.5,1,0,3,False,7.0
4106,14,1,2026-03-24,20.0,0,7.0,13.0,3,28.0,6.86,1.5,1,1,3,False,7.0
4107,14,1,2026-03-25,13.0,27,7.0,33.0,0,27.0,6.0,1.5,1,2,3,False,6.0
4108,14,1,2026-03-26,33.0,0,6.0,27.0,1,27.0,6.71,1.5,1,3,3,False,3.0
4109,14,1,2026-03-27,27.0,0,3.0,24.0,2,27.0,6.86,1.5,1,4,3,False,2.0
4110,14,1,2026-03-28,24.0,0,2.0,22.0,3,27.0,6.14,1.5,1,5,3,False,4.0
4111,14,1,2026-03-29,22.0,0,4.0,18.0,4,27.0,5.86,1.5,1,6,3,False,5.0
4112,14,1,2026-03-30,18.0,0,5.0,13.0,5,27.0,5.57,1.5,1,0,3,False,7.0
4113,14,1,2026-03-31,13.0,27,7.0,33.0,0,27.0,4.86,1.5,1,1,3,False,3.0
4114,14,1,2026-04-01,33.0,0,3.0,30.0,1,27.0,4.86,1.5,1,2,4,False,9.0
4115,14,1,2026-04-02,30.0,0,9.0,21.0,2,27.0,4.29,1.5,1,3,4,False,5.0
4116,14,1,2026-04-03,21.0,0,5.0,16.0,3,27.0,4.71,1.5,1,4,4,False,5.0
4117,14,1,2026-04-04,16.0,0,5.0,11.0,4,27.0,5.0,1.5,1,5,4,False,2.0
4118,14,1,2026-04-05,11.0,29,2.0,38.0,0,29.0,5.43,1.5,1,6,4,False,5.0
4119,14,1,2026-04-06,38.0,0,5.0,33.0,1,29.0,5.14,1.5,1,0,4,False,6.0
4120,14,1,2026-04-07,33.0,0,6.0,27.0,2,29.0,5.14,1.5,1,1,4,False,2.0
4121,14,1,2026-04-08,27.0,0,2.0,25.0,3,29.0,5.0,1.5,1,2,4,False,5.0
4122,14,1,2026-04-09,25.0,0,5.0,20.0,4,29.0,4.86,1.5,1,3,4,False,2.0
4123,14,1,2026-04-10,20.0,0,2.0,18.0,5,29.0,4.29,1.5,1,4,4,False,1.0
4124,14,1,2026-04-11,18.0,0,1.0,17.0,6,29.0,3.86,1.5,1,5,4,False,2.0
4125,14,1,2026-04-12,17.0,0,2.0,15.0,7,29.0,3.29,1.5,1,6,4,False,8.0
4126,14,1,2026-04-13,15.0,25,8.0,32.0,0,25.0,3.29,1.5,1,0,4,False,7.0
4127,14,1,2026-04-14,32.0,0,7.0,25.0,1,25.0,3.71,1.5,1,1,4,False,5.0
4128,14,1,2026-04-15,25.0,0,5.0,20.0,2,25.0,3.86,1.5,1,2,4,False,3.0
4129,14,1,2026-04-16,20.0,0,3.0,17.0,3,25.0,4.29,1.5,1,3,4,False,5.0
4130,14,1,2026-04-17,17.0,0,5.0,12.0,4,25.0,4.0,1.5,1,4,4,False,7.0
4131,14,1,2026-04-18,12.0,28,7.0,33.0,0,28.0,4.43,1.5,1,5,4,False,6.0
4132,14,1,2026-04-19,33.0,0,6.0,27.0,1,28.0,5.29,1.5,1,6,4,False,3.0
4133,14,1,2026-04-20,27.0,0,3.0,24.0,2,28.0,5.86,1.5,1,0,4,False,9.0
4134,14,1,2026-04-21,24.0,0,9.0,15.0,3,28.0,5.14,1.5,1,1,4,False,9.0
4135,14,1,2026-04-22,15.0,25,9.0,31.0,0,25.0,5.43,1.5,1,2,4,False,5.0
4136,14,1,2026-04-23,31.0,0,5.0,26.0,1,25.0,6.0,1.5,1,3,4,False,11.0
4137,14,1,2026-04-24,26.0,0,11.0,15.0,2,25.0,6.29,1.5,1,4,4,False,3.0
4138,14,1,2026-04-25,15.0,25,3.0,37.0,0,25.0,7.14,1.5,1,5,4,False,7.0
4139,14,1,2026-04-26,37.0,0,7.0,30.0,1,25.0,6.57,1.5,1,6,4,False,8.0
4140,14,1,2026-04-27,30.0,0,8.0,22.0,2,25.0,6.71,1.5,1,0,4,False,7.0
4141,14,1,2026-04-28,22.0,0,7.0,15.0,3,25.0,7.43,1.5,1,1,4,False,10.0
4142,14,1,2026-04-29,15.0,25,10.0,30.0,0,25.0,7.14,1.5,1,2,4,False,4.0
4143,14,1,2026-04-30,30.0,0,4.0,26.0,1,25.0,7.29,1.5,1,3,4,False,6.0
4144,14,1,2026-05-01,26.0,0,6.0,20.0,2,25.0,7.14,1.5,1,4,5,False,7.0
4145,14,1,2026-05-02,20.0,0,7.0,13.0,3,25.0,6.43,1.5,1,5,5,False,3.0
4146,14,1,2026-05-03,13.0,27,3.0,37.0,0,27.0,7.0,1.5,1,6,5,False,8.0
4147,14,1,2026-05-04,37.0,0,8.0,29.0,1,27.0,6.43,1.5,1,0,5,False,5.0
4148,14,1,2026-05-05,29.0,0,5.0,24.0,2,27.0,6.43,1.5,1,1,5,False,10.0
4149,14,1,2026-05-06,24.0,0,10.0,14.0,3,27.0,6.14,1.5,1,2,5,False,3.0
4150,14,1,2026-05-07,14.0,26,3.0,37.0,0,26.0,6.14,1.5,1,3,5,False,7.0
4151,14,1,2026-05-08,37.0,0,7.0,30.0,1,26.0,6.0,1.5,1,4,5,False,5.0
4152,14,1,2026-05-09,30.0,0,5.0,25.0,2,26.0,6.14,1.5,1,5,5,False,0.0
4153,14,1,2026-05-10,25.0,0,0.0,25.0,3,26.0,5.86,1.5,1,6,5,False,1.0
4154,14,1,2026-05-11,25.0,0,1.0,24.0,4,26.0,5.43,1.5,1,0,5,False,7.0
4155,14,1,2026-05-12,24.0,0,7.0,17.0,5,26.0,4.43,1.5,1,1,5,False,5.0
4156,14,1,2026-05-13,17.0,0,5.0,12.0,6,26.0,4.71,1.5,1,2,5,False,8.0
4157,14,1,2026-05-14,12.0,28,8.0,32.0,0,28.0,4.0,1.5,1,3,5,False,4.0
4158,14,1,2026-05-15,32.0,0,4.0,28.0,1,28.0,4.71,1.5,1,4,5,False,2.0
4159,14,1,2026-05-16,28.0,0,2.0,26.0,2,28.0,4.29,1.5,1,5,5,False,2.0
4160,14,1,2026-05-17,26.0,0,2.0,24.0,3,28.0,3.86,1.5,1,6,5,False,10.0
4161,14,1,2026-05-18,24.0,0,10.0,14.0,4,28.0,4.14,1.5,1,0,5,False,6.0
4162,14,1,2026-05-19,14.0,26,6.0,34.0,0,26.0,5.43,1.5,1,1,5,False,11.0
4163,14,1,2026-05-20,34.0,0,11.0,23.0,1,26.0,5.29,1.5,1,2,5,False,10.0
4164,14,1,2026-05-21,23.0,0,10.0,13.0,2,26.0,6.14,1.5,1,3,5,False,4.0
4165,14,1,2026-05-22,13.0,27,4.0,36.0,0,27.0,6.43,1.5,1,4,5,False,8.0
4166,14,1,2026-05-23,36.0,0,8.0,28.0,1,27.0,6.43,1.5,1,5,5,False,3.0
4167,14,1,2026-05-24,28.0,0,3.0,25.0,2,27.0,7.29,1.5,1,6,5,False,4.0
4168,14,1,2026-05-25,25.0,0,4.0,21.0,3,27.0,7.43,1.5,1,0,5,False,8.0
4169,14,1,2026-05-26,21.0,0,8.0,13.0,4,27.0,6.57,1.5,1,1,5,False,7.0
4170,14,1,2026-05-27,13.0,27,7.0,33.0,0,27.0,6.86,1.5,1,2,5,False,11.0
4171,14,1,2026-05-28,33.0,0,11.0,22.0,1,27.0,6.29,1.5,1,3,5,False,10.0
4172,14,1,2026-05-29,22.0,0,10.0,12.0,2,27.0,6.43,1.5,1,4,5,False,5.0
4173,14,1,2026-05-30,12.0,28,5.0,35.0,0,28.0,7.29,1.5,1,5,5,False,3.0
4174,14,1,2026-05-31,35.0,0,3.0,32.0,1,28.0,6.86,1.5,1,6,5,False,13.0
4175,14,1,2026-06-01,32.0,0,13.0,19.0,2,28.0,6.86,1.5,1,0,6,False,10.0
4176,14,1,2026-06-02,19.0,0,10.0,9.0,3,28.0,8.14,1.5,1,1,6,False,6.0
4177,14,1,2026-06-03,9.0,31,6.0,34.0,0,31.0,8.43,1.5,1,2,6,False,10.0
4178,14,1,2026-06-04,34.0,0,10.0,24.0,1,31.0,8.29,1.5,1,3,6,False,7.0
4179,14,1,2026-06-05,24.0,0,7.0,17.0,2,31.0,8.14,1.5,1,4,6,False,7.0
4180,14,1,2026-06-06,17.0,0,7.0,10.0,3,31.0,7.71,1.5,1,5,6,False,8.0
4181,14,1,2026-06-07,10.0,30,8.0,32.0,0,30.0,8.0,1.5,1,6,6,False,8.0
4182,14,1,2026-06-08,32.0,0,8.0,24.0,1,30.0,8.71,1.5,1,0,6,False,15.0
4183,14,1,2026-06-09,24.0,0,15.0,9.0,2,30.0,8.0,1.5,1,1,6,False,4.0
4184,14,1,2026-06-10,9.0,31,4.0,36.0,0,31.0,8.71,1.5,1,2,6,False,9.0
4185,14,1,2026-06-11,36.0,0,9.0,27.0,1,31.0,8.43,1.5,1,3,6,False,2.0
4186,14,1,2026-06-12,27.0,0,2.0,25.0,2,31.0,8.29,1.5,1,4,6,False,3.0
4187,14,1,2026-06-13,25.0,0,3.0,22.0,3,31.0,7.57,1.5,1,5,6,False,3.0
4188,14,1,2026-06-14,22.0,0,3.0,19.0,4,31.0,7.0,1.5,1,6,6,False,6.0
4189,14,1,2026-06-15,19.0,0,6.0,13.0,5,31.0,6.29,1.5,1,0,6,False,6.0
4190,14,1,2026-06-16,13.0,27,6.0,34.0,0,27.0,6.0,1.5,1,1,6,False,10.0
4191,14,1,2026-06-17,34.0,0,10.0,24.0,1,27.0,4.71,1.5,1,2,6,False,5.0
4192,14,1,2026-06-18,24.0,0,5.0,19.0,2,27.0,5.57,1.5,1,3,6,False,9.0
4193,14,1,2026-06-19,19.0,0,9.0,10.0,3,27.0,5.0,1.5,1,4,6,False,11.0
4194,14,1,2026-06-20,10.0,30,11.0,29.0,0,30.0,6.0,1.5,1,5,6,False,4.0
4195,14,1,2026-06-21,29.0,0,4.0,25.0,1,30.0,7.14,1.5,1,6,6,False,8.0
4196,14,1,2026-06-22,25.0,0,8.0,17.0,2,30.0,7.29,1.5,1,0,6,False,8.0
4197,14,1,2026-06-23,17.0,0,8.0,9.0,3,30.0,7.57,1.5,1,1,6,False,9.0
4198,14,1,2026-06-24,9.0,31,9.0,31.0,0,31.0,7.86,1.5,1,2,6,False,9.0
4199,14,1,2026-06-25,31.0,0,9.0,22.0,1,31.0,7.71,1.5,1,3,6,False,7.0
4201,15,2,2025-08-31,56.0,0,1.0,55.0,0,0.0,1.0,8.5,1,6,8,False,5.0
4202,15,2,2025-09-01,55.0,0,5.0,50.0,1,0.0,1.0,8.5,1,0,9,False,5.0
4203,15,2,2025-09-02,50.0,0,5.0,45.0,2,0.0,3.0,8.5,1,1,9,False,5.0
4204,15,2,2025-09-03,45.0,0,5.0,40.0,3,0.0,3.67,8.5,1,2,9,False,1.0
4205,15,2,2025-09-04,40.0,0,1.0,39.0,4,0.0,4.0,8.5,1,3,9,False,2.0
4206,15,2,2025-09-05,39.0,0,2.0,37.0,5,0.0,3.4,8.5,1,4,9,False,0.0
4207,15,2,2025-09-06,37.0,0,0.0,37.0,6,0.0,3.17,8.5,1,5,9,False,5.0
4208,15,2,2025-09-07,37.0,0,5.0,32.0,7,0.0,2.71,8.5,1,6,9,False,3.0
4209,15,2,2025-09-08,32.0,0,3.0,29.0,8,0.0,3.29,8.5,1,0,9,False,4.0
4210,15,2,2025-09-09,29.0,0,4.0,25.0,9,0.0,3.0,8.5,1,1,9,False,6.0
4211,15,2,2025-09-10,25.0,0,6.0,19.0,10,0.0,2.86,8.5,1,2,9,False,2.0
4212,15,2,2025-09-11,19.0,0,2.0,17.0,11,0.0,3.0,8.5,1,3,9,False,1.0
4213,15,2,2025-09-12,17.0,0,1.0,16.0,12,0.0,3.14,8.5,1,4,9,False,1.0
4214,15,2,2025-09-13,16.0,0,1.0,15.0,13,0.0,3.0,8.5,1,5,9,False,2.0
4215,15,2,2025-09-14,15.0,0,2.0,13.0,14,0.0,3.14,8.5,1,6,9,False,3.0
4216,15,2,2025-09-15,13.0,0,3.0,10.0,15,0.0,2.71,8.5,1,0,9,False,3.0
4217,15,2,2025-09-16,10.0,0,3.0,7.0,16,0.0,2.71,8.5,1,1,9,False,5.0
4218,15,2,2025-09-17,7.0,49,5.0,51.0,0,49.0,2.57,8.5,1,2,9,False,5.0
4219,15,2,2025-09-18,51.0,0,5.0,46.0,1,49.0,2.43,8.5,1,3,9,False,2.0
4220,15,2,2025-09-19,46.0,0,2.0,44.0,2,49.0,2.86,8.5,1,4,9,False,4.0
4221,15,2,2025-09-20,44.0,0,4.0,40.0,3,49.0,3.0,8.5,1,5,9,False,3.0
4222,15,2,2025-09-21,40.0,0,3.0,37.0,4,49.0,3.43,8.5,1,6,9,False,3.0
4223,15,2,2025-09-22,37.0,0,3.0,34.0,5,49.0,3.57,8.5,1,0,9,False,5.0
4224,15,2,2025-09-23,34.0,0,5.0,29.0,6,49.0,3.57,8.5,1,1,9,False,3.0
4225,15,2,2025-09-24,29.0,0,3.0,26.0,7,49.0,3.86,8.5,1,2,9,False,2.0
4226,15,2,2025-09-25,26.0,0,2.0,24.0,8,49.0,3.57,8.5,1,3,9,False,4.0
4227,15,2,2025-09-26,24.0,0,4.0,20.0,9,49.0,3.14,8.5,1,4,9,False,1.0
4228,15,2,2025-09-27,20.0,0,1.0,19.0,10,49.0,3.43,8.5,1,5,9,False,3.0
4229,15,2,2025-09-28,19.0,0,3.0,16.0,11,49.0,3.0,8.5,1,6,9,False,4.0
4230,15,2,2025-09-29,16.0,0,4.0,12.0,12,49.0,3.0,8.5,1,0,9,False,3.0
4231,15,2,2025-09-30,12.0,0,3.0,9.0,13,49.0,3.14,8.5,1,1,9,False,3.0
4232,15,2,2025-10-01,9.0,47,3.0,53.0,0,47.0,2.86,8.5,1,2,10,False,4.0
4233,15,2,2025-10-02,53.0,0,4.0,49.0,1,47.0,2.86,8.5,1,3,10,False,1.0
4234,15,2,2025-10-03,49.0,0,1.0,48.0,2,47.0,3.14,8.5,1,4,10,False,3.0
4235,15,2,2025-10-04,48.0,0,3.0,45.0,3,47.0,2.71,8.5,1,5,10,False,3.0
4236,15,2,2025-10-05,45.0,0,3.0,42.0,4,47.0,3.0,8.5,1,6,10,False,3.0
4237,15,2,2025-10-06,42.0,0,3.0,39.0,5,47.0,3.0,8.5,1,0,10,False,4.0
4238,15,2,2025-10-07,39.0,0,4.0,35.0,6,47.0,2.86,8.5,1,1,10,False,3.0
4239,15,2,2025-10-08,35.0,0,3.0,32.0,7,47.0,3.0,8.5,1,2,10,False,2.0
4240,15,2,2025-10-09,32.0,0,2.0,30.0,8,47.0,3.0,8.5,1,3,10,False,3.0
4241,15,2,2025-10-10,30.0,0,3.0,27.0,9,47.0,2.71,8.5,1,4,10,False,0.0
4242,15,2,2025-10-11,27.0,0,0.0,27.0,10,47.0,3.0,8.5,1,5,10,False,0.0
4243,15,2,2025-10-12,27.0,0,0.0,27.0,11,47.0,2.57,8.5,1,6,10,False,6.0
4244,15,2,2025-10-13,27.0,0,6.0,21.0,12,47.0,2.14,8.5,1,0,10,False,3.0
4245,15,2,2025-10-14,21.0,0,3.0,18.0,13,47.0,2.57,8.5,1,1,10,False,4.0
4246,15,2,2025-10-15,18.0,0,4.0,14.0,14,47.0,2.43,8.5,1,2,10,False,4.0
4247,15,2,2025-10-16,14.0,0,4.0,10.0,15,47.0,2.57,8.5,1,3,10,False,6.0
4248,15,2,2025-10-17,10.0,0,6.0,4.0,16,47.0,2.86,8.5,1,4,10,False,3.0
4249,15,2,2025-10-18,4.0,52,3.0,53.0,0,52.0,3.29,8.5,1,5,10,False,0.0
4250,15,2,2025-10-19,53.0,0,0.0,53.0,1,52.0,3.71,8.5,1,6,10,False,1.0
4251,15,2,2025-10-20,53.0,0,1.0,52.0,2,52.0,3.71,8.5,1,0,10,False,4.0
4252,15,2,2025-10-21,52.0,0,4.0,48.0,3,52.0,3.0,8.5,1,1,10,False,2.0
4253,15,2,2025-10-22,48.0,0,2.0,46.0,4,52.0,3.14,8.5,1,2,10,False,1.0
4254,15,2,2025-10-23,46.0,0,1.0,45.0,5,52.0,2.86,8.5,1,3,10,False,3.0
